st1     46 Abu Naama, Sudan
st2  12 44  0 N lat,  34  8  0 E lon,   445 masl, permanent? Y
st1    305 Accra, Ghana
st2   5 36  0 N lat,   0 10  0 W lon,    68 masl, permanent? Y
st1     50 Addis Abeba, Ethiopia
st2   9  2  0 N lat,  38 45  0 E lon,  2408 masl, permanent? Y
st1     51 Agadez, Niger
st2  16 58  0 N lat,   7 59  0 E lon,   505 masl, permanent? Y
st1    249 Agadir, Morocco
st2  30 23  0 N lat,   9 34  0 W lon,    20 masl, permanent? Y
st1    308 Akuse, Ghana
st2   6  6  0 N lat,   0  7  0 E lon,    18 masl, permanent? Y
st1    309 Alexander Bay, South Africa
st2  28 34  0 S lat,  16 32  0 E lon,    21 masl, permanent? Y
st1    221 Antananarivo, Madagascar
st2  18 54  0 S lat,  47 32  0 E lon,  1300 masl, permanent? Y
st1     54 Aroma, Sudan
st2  15 50  0 N lat,  36  9  0 E lon,   430 masl, permanent? Y
st1     55 Arua, Uganda
st2   3  1  0 N lat,  30 55  0 E lon,  1204 masl, permanent? Y
st1     56 Arusha, Tanzania
st2   3 20  0 S lat,  36 37  0 E lon,  1387 masl, permanent? Y
st1     57 Aswan, Egypt
st2  23 58  0 N lat,  32 47  0 E lon,   192 masl, permanent? Y
st1     58 Asyut, Egypt
st2  27 12  0 N lat,  31 10  0 E lon,    52 masl, permanent? Y
st1    255 Averroes, Morocco
st2  33 18  0 N lat,   7 25  0 W lon,   240 masl, permanent? Y
st1   2535 Axim, Ghana
st2   4 52  0 N lat,   2 14  0 W lon,    38 masl, permanent? Y
st1     59 Babanusa, Sudan
st2  11 20  0 N lat,  27 49  0 E lon,   453 masl, permanent? Y
st1     60 Bafata, Guinea-Bissau
st2  12 10  0 N lat,  14 40  0 W lon,    43 masl, permanent? Y
st1     61 Bahtim, Egypt
st2  30  9  0 N lat,  31 15  0 E lon,    17 masl, permanent? Y
st1     62 Bamako, Mali
st2  12 32  0 N lat,   7 57  0 W lon,   381 masl, permanent? Y
st1    240 Bambesa, Zaire
st2   3 27  0 N lat,  25 43  0 E lon,   621 masl, permanent? Y
st1     63 Bambey, Senegal
st2  14 42  0 N lat,  16 28  0 W lon,    20 masl, permanent? Y
st1     64 Bangui, Central Africa Rep.
st2   4 24  0 N lat,  18 31  0 E lon,   367 masl, permanent? Y
st1     65 Banjul/Yundum, Gambia
st2  13 21  0 N lat,  16 48  0 W lon,    26 masl, permanent? Y
st1     66 Basse, Gambia
st2  13 19  0 N lat,  14 13  0 W lon,    14 masl, permanent? Y
st1     67 Bechar, Algeria
st2  31 37  0 N lat,   2 14  0 W lon,   772 masl, permanent? Y
st1     68 Beira, Mozambique
st2  19 50  0 S lat,  34 51  0 E lon,    17 masl, permanent? Y
st1     69 Benin City, Nigeria
st2   6 33  0 N lat,   5 37  0 E lon,   156 masl, permanent? Y
st1     70 Beregadougou, Bourkina Faso
st2  10 43  0 N lat,   4 47  0 W lon,     0 masl, permanent? Y
st1     71 Bilma, Niger
st2  18 41  0 N lat,  12 55  0 E lon,   357 masl, permanent? Y
st1     72 Bissau, Guinea-Bissau
st2  11 51  0 N lat,  15 36  0 W lon,    20 masl, permanent? Y
st1    310 Bloemfontein, South Africa
st2  29  6  0 S lat,  26 18  0 E lon,  1351 masl, permanent? Y
st1     74 Bobo Dioulasso, Bourkina Faso
st2  11 10  0 N lat,   4 18  0 W lon,   460 masl, permanent? Y
st1     75 Bobole, Mozambique
st2  25 37  0 S lat,  32 40  0 E lon,    30 masl, permanent? Y
st1     76 Boende, Zaire
st2   0 13  0 S lat,  20 51  0 E lon,   375 masl, permanent? Y
st1     77 Bolama, Guinea-Bissau
st2  11 35  0 N lat,  15 29  0 W lon,    20 masl, permanent? Y
st1    311 Bole, Ghana
st2   9  1  0 N lat,   2 25  0 W lon,   299 masl, permanent? Y
st1     79 Bossangoa, Central Africa Rep.
st2   6 29  0 N lat,  17 26  0 E lon,   463 masl, permanent? Y
st1     80 Bougouni, Mali
st2  11 25  0 N lat,   7 30  0 W lon,   351 masl, permanent? Y
st1    253 Brazzaville, Congo
st2   4 15  0 S lat,  15 14  0 E lon,   320 masl, permanent? Y
st1     81 Bukavu, Zaire
st2   2 31  0 S lat,  28 51  0 E lon,  1635 masl, permanent? Y
st1     82 Bukoba, Tanzania
st2   1 20  0 S lat,  31 49  0 E lon,  1137 masl, permanent? Y
st1     83 Bulawayo-Goetz-Obs., Zimbabwe
st2  20  9  0 S lat,  28 37  0 E lon,  1344 masl, permanent? Y
st1     84 Bunia-Ruampara, Zaire
st2   1 32  0 N lat,  30 10  0 E lon,  1225 masl, permanent? Y
st1     85 Buta, Zaire
st2   2 47  0 N lat,  24 47  0 E lon,   450 masl, permanent? Y
st1    127 Cairo, Egypt
st2  30  5  0 N lat,  31 17  0 E lon,    36 masl, permanent? Y
st1    312 Cape Town, South Africa
st2  33 58  0 S lat,  18 36  0 E lon,    44 masl, permanent? Y
st1     87 Casablanca, Morocco
st2  33 34  0 N lat,   7 40  0 W lon,    55 masl, permanent? Y
st1     88 Chicualacuala, Mozambique
st2  22  5  0 S lat,  31 41  0 E lon,   452 masl, permanent? Y
st1     89 Chimoio, Mozambique
st2  19  7  0 S lat,  33 28  0 E lon,   731 masl, permanent? Y
st1     90 Chokwe, Mozambique
st2  24 32  0 S lat,  33  0  0 E lon,    33 masl, permanent? Y
st1     91 Dakar / Yoff, Senegal
st2  14 44  0 N lat,  17 30  0 W lon,    27 masl, permanent? Y
st1     92 Dar el Beida, Algeria
st2  36 43  0 N lat,   3 15  0 E lon,    25 masl, permanent? Y
st1     93 Dar es Salaam, Tanzania
st2   6 53  0 S lat,  39 12  0 E lon,    55 masl, permanent? Y
st1   2897 De Aar (BSRN), South Africa
st2  30 40  0 S lat,  24  0  0 E lon,     0 masl, permanent? Y
st1     94 De Belas, Angola
st2   8 55  0 S lat,  13 10  0 E lon,    53 masl, permanent? Y
st1   2004 Diego-Suarez, Madagascar
st2  12 21  0 S lat,  49 18  0 E lon,   105 masl, permanent? Y
st1     95 Djibouti, Djibouti
st2  11 36  0 N lat,  43  9  0 E lon,     3 masl, permanent? Y
st1     96 Dodoma, Tanzania
st2   6 10  0 S lat,  35 46  0 E lon,  1119 masl, permanent? Y
st1     97 Dongola, Sudan
st2  19 10  0 N lat,  30 29  0 E lon,   225 masl, permanent? Y
st1     98 Dori, Bourkina Faso
st2  14  2  0 N lat,   0  3  0 W lon,   276 masl, permanent? Y
st1    254 Douala, Cameroun
st2   4  1  0 N lat,   9 43  0 E lon,    28 masl, permanent? Y
st1     99 Dundo, Angola
st2   7 24  0 S lat,  20 49  0 E lon,   775 masl, permanent? Y
st1    313 Durban, South Africa
st2  29 58  0 S lat,  30 57  0 E lon,     8 masl, permanent? Y
st1    260 El Arish, Egypt
st2  31  7  0 N lat,  33 45  0 E lon,    17 masl, permanent? Y
st1    101 El Fasher, Sudan
st2  13 37  0 N lat,  25 20  0 E lon,   733 masl, permanent? Y
st1    103 El Showak, Sudan
